Question,Products_name
У вас есть додстер и микс?,"[""Додо Микс Small"",""Додстер""]"
у меня 1000 рублей соберий одну большую пиццу и что-нибудь еще,"[""Двойная пепперони Large"",""Додстер""]"
у меня 1700 рублей 3 пиццы можно собрать,"[""Ветчина и грибы Medium"",""Домашняя Medium"",""Сырная Medium""]"
у меня 1800 рублей собери нам пицц поесть с курицей,"[""Двойной цыпленок Medium"",""Пепперони Фреш Medium"",""Песто Medium""]"
у меня 1900 рублей нас двое собери пицц,"[""Ветчина и грибы Medium"",""Диабло Medium"",""Пепперони Фреш Medium""]"
у меня 3000 рублей собери мне пицц не веганских,"[""Бургер-пицца Medium"",""Ветчина и сыр Medium"",""Двойной цыпленок Medium"",""Маргарита Medium"",""Пепперони Medium""]"
у меня 700 рублей я хочу поесть и попить,"[""Ветчина и грибы Small"",""Добрый Кола Big"",""Острый Додстер"",""Чесночный соус ""]"
"у меня аллергия на грибы и овощи, посоветуй какую-нибудь пиццу","[""Ветчина и сыр"", ""Двойной цыпленок""]"
У меня большой заказ на пиццы.,"[""Аррива! Medium"",""Бургер-пицца Medium"",""Ветчина и грибы Medium"",""Ветчина и сыр Medium"",""Гавайская с альфредо Medium"",""Двойной цыпленок Medium"",""Маргарита Medium"",""Овощи и грибы Medium"",""Пепперони Medium"",""Четыре сезона  Medium""]"
у меня есть 900 рублей хочу поесть,"[""Барбекю соус Додо"",""Ветчина и грибы Small"",""Добрый Кола Big"",""Додстер"",""Супермясной Додстер""]"
у меня есть всего лишь 800 рублей я хочу салат и может быть пиццу,"[""Ветчина и сыр Medium"",""Салат Цезарь со смесью сыров (трекинг)""]"
у меня немного 750 рублей хотел бы перккусить,"[""Бургер-пицца Small"",""Добрый Кола Big"",""Острый Додстер"",""Сырный соус Додо""]"
"у меня плохо настроение, хочу слоенки с шоколадом","[""Слоеные палочки с ананасами и шоколадным соусом 8.0""]"
"у меня плохое настроение нужна помощь, с карицей что-то бы","[""Бруслетики"",""Рулетики с корицей""]"
у нас 6 человек плотно поесть пицц и что-нибудь на десерт сладкое,"[""Бруслетики"",""Ветчина и грибы Medium"",""Ветчина и сыр Medium"",""Двойной цыпленок Medium"",""Маргарита Medium"",""Четыре сезона  Medium""]"
"у нас есть 3000 рублей, собери нам заказ из пицц и закусок","[""Ветчина и грибы Medium"",""Ветчина и сыр Medium"",""Двойной цыпленок Medium"",""Картофель из печи"",""Маргарита Medium"",""Четыре сезона  Medium""]"
у нас отличное настроение сформируй интересный заказ из пицц,"[""Барбекю соус Додо"",""Пепперони Фреш Medium"",""Сырная Medium"",""Сырный соус Додо"",""Чоризо фреш Medium""]"
